application_date,decision_date,country,visa_type,processing_office
21-03-2024,26-04-2024,Germany,Tourist,Berlin
17-12-2024,12-02-2025,UK,Business,Toronto
09-03-2024,16-04-2024,USA,Dependent,London
24-05-2024,23-06-2024,India,Business,London
03-04-2024,28-05-2024,Canada,Dependent,New York
11-01-2024,18-01-2024,Germany,Dependent,Sydney
27-04-2024,13-05-2024,Canada,Tourist,London
25-12-2024,18-04-2025,USA,Student,Toronto
12-11-2024,10-01-2025,Germany,Work,New York
15-02-2024,07-04-2024,USA,Dependent,Delhi
08-01-2024,13-04-2024,Germany,Business,Toronto
10-12-2024,16-02-2025,India,Tourist,Sydney
14-04-2024,13-05-2024,UK,Work,Sydney
10-09-2024,02-11-2024,USA,Business,New York
03-11-2024,05-12-2024,UK,Tourist,Toronto
02-04-2024,29-05-2024,USA,Student,London
14-05-2024,18-06-2024,Germany,Business,New York
08-07-2024,25-09-2024,Australia,Business,Delhi
06-01-2024,11-03-2024,USA,Work,Sydney
22-07-2024,22-10-2024,USA,Business,Sydney
04-08-2024,11-11-2024,Germany,Work,Delhi
18-02-2024,04-05-2024,India,Student,London
30-04-2024,04-07-2024,UK,Dependent,Sydney
02-11-2024,05-02-2025,Australia,Student,Delhi
09-05-2024,17-07-2024,Germany,Business,London
21-07-2024,19-10-2024,UK,Tourist,Berlin
22-01-2024,10-04-2024,USA,Work,New York
14-09-2024,21-11-2024,UK,Business,New York
15-02-2024,31-03-2024,Australia,Dependent,Toronto
13-03-2024,20-04-2024,India,Work,Delhi
06-03-2024,13-05-2024,UK,Work,Toronto
24-05-2024,21-09-2024,UK,Dependent,London
21-09-2024,05-11-2024,Canada,Tourist,London
08-09-2024,19-12-2024,USA,Dependent,Sydney
21-11-2024,08-03-2025,Canada,Student,New York
17-03-2024,28-03-2024,USA,Tourist,Delhi
28-08-2024,05-10-2024,USA,Business,Toronto
29-02-2024,27-06-2024,Canada,Student,Toronto
01-07-2024,04-10-2024,Germany,Business,Toronto
09-09-2024,28-09-2024,Australia,Tourist,Delhi
27-06-2024,13-07-2024,USA,Work,New York
27-03-2024,05-07-2024,Germany,Work,Berlin
05-12-2024,22-02-2025,USA,Dependent,Delhi
26-09-2024,07-01-2025,Germany,Tourist,Toronto
09-02-2024,16-03-2024,Canada,Student,London
14-01-2024,24-02-2024,Australia,Student,Toronto
10-07-2024,28-09-2024,India,Work,New York
15-01-2024,30-01-2024,Canada,Business,Toronto
17-11-2024,26-12-2024,Germany,Student,London
23-01-2024,20-04-2024,Germany,Business,London
18-10-2024,08-11-2024,USA,Student,Sydney
24-05-2024,09-07-2024,India,Student,Berlin
04-11-2024,27-12-2024,India,Business,London
01-04-2024,06-05-2024,Canada,Student,Delhi
16-04-2024,11-05-2024,Canada,Business,London
27-11-2024,08-03-2025,Australia,Tourist,Delhi
01-06-2024,07-08-2024,Canada,Work,Sydney
04-11-2024,25-11-2024,UK,Student,London
19-09-2024,19-10-2024,Canada,Business,Toronto
31-08-2024,09-10-2024,Germany,Dependent,Toronto
16-02-2024,27-05-2024,Canada,Work,Berlin
05-04-2024,04-06-2024,Australia,Business,Delhi
21-01-2024,31-03-2024,UK,Business,Sydney
24-04-2024,20-07-2024,Australia,Tourist,Toronto
26-09-2024,20-12-2024,Australia,Dependent,Delhi
28-05-2024,31-07-2024,Canada,Student,Toronto
02-06-2024,26-06-2024,USA,Work,New York
24-09-2024,22-11-2024,UK,Dependent,Delhi
09-10-2024,23-10-2024,India,Dependent,Delhi
18-09-2024,16-11-2024,Canada,Student,Toronto
04-12-2024,11-03-2025,Germany,Work,London
10-05-2024,28-07-2024,India,Dependent,Delhi
28-02-2024,06-06-2024,Australia,Business,New York
03-04-2024,24-07-2024,Canada,Student,Delhi
01-08-2024,26-11-2024,Australia,Work,London
27-10-2024,01-02-2025,Canada,Business,Berlin
15-05-2024,02-07-2024,USA,Tourist,New York
10-02-2024,20-05-2024,Germany,Work,Sydney
24-02-2024,24-04-2024,Germany,Student,Delhi
21-07-2024,09-08-2024,India,Tourist,Sydney
01-09-2024,03-11-2024,Australia,Business,Sydney
04-11-2024,09-02-2025,Canada,Work,Berlin
11-11-2024,01-01-2025,Australia,Business,London
14-02-2024,06-03-2024,USA,Student,New York
27-02-2024,15-06-2024,India,Tourist,Delhi
17-04-2024,22-06-2024,Australia,Tourist,Sydney
03-05-2024,02-07-2024,Australia,Dependent,New York
14-02-2024,28-03-2024,Canada,Tourist,Toronto
04-08-2024,11-08-2024,India,Tourist,New York
25-12-2024,24-02-2025,Canada,Business,Delhi
18-08-2024,05-11-2024,USA,Tourist,London
18-10-2024,06-02-2025,Canada,Student,London
05-01-2024,23-01-2024,Australia,Business,Toronto
10-09-2024,18-12-2024,Germany,Dependent,Sydney
10-10-2024,21-11-2024,India,Business,Toronto
05-09-2024,14-11-2024,Germany,Dependent,Sydney
06-09-2024,10-10-2024,Australia,Student,Berlin
10-01-2024,09-03-2024,Germany,Work,Berlin
02-02-2024,12-03-2024,Australia,Business,Toronto
29-02-2024,07-05-2024,Germany,Work,Toronto
23-12-2024,21-02-2025,India,Tourist,London
08-04-2024,12-06-2024,UK,Business,New York
16-09-2024,19-10-2024,Germany,Work,Berlin
02-12-2024,04-02-2025,USA,Work,Sydney
30-12-2024,22-02-2025,Canada,Work,Toronto
23-03-2024,15-06-2024,USA,Work,Sydney
14-02-2024,14-05-2024,Canada,Tourist,New York
12-04-2024,07-05-2024,Germany,Business,Delhi
31-07-2024,07-10-2024,UK,Tourist,New York
12-10-2024,23-10-2024,India,Work,London
01-07-2024,30-09-2024,USA,Tourist,Berlin
17-01-2024,04-05-2024,India,Work,Toronto
28-02-2024,22-05-2024,USA,Student,Berlin
24-04-2024,30-06-2024,UK,Work,London
24-01-2024,06-05-2024,Germany,Work,New York
19-12-2024,14-04-2025,Germany,Dependent,Sydney
23-02-2024,28-05-2024,India,Business,Toronto
26-02-2024,15-03-2024,Germany,Dependent,Delhi
14-10-2024,24-10-2024,Germany,Student,New York
18-11-2024,08-12-2024,USA,Work,New York
29-05-2024,01-09-2024,Canada,Dependent,Toronto
20-02-2024,15-03-2024,Australia,Work,London
11-03-2024,31-03-2024,USA,Business,Toronto
04-01-2024,09-02-2024,Canada,Work,London
15-09-2024,11-10-2024,India,Work,London
31-07-2024,20-09-2024,Australia,Tourist,New York
28-09-2024,25-11-2024,USA,Tourist,Toronto
30-07-2024,25-09-2024,Canada,Dependent,Sydney
04-07-2024,12-07-2024,Canada,Tourist,Delhi
21-09-2024,04-10-2024,India,Work,London
24-07-2024,04-11-2024,USA,Business,Delhi
20-07-2024,30-10-2024,India,Tourist,Berlin
30-01-2024,24-04-2024,Australia,Dependent,London
02-08-2024,27-09-2024,Australia,Dependent,London
09-06-2024,28-07-2024,India,Work,Berlin
08-11-2024,01-12-2024,Australia,Business,Toronto
25-11-2024,26-12-2024,Germany,Dependent,Berlin
29-11-2024,29-01-2025,Australia,Work,Sydney
26-07-2024,07-11-2024,USA,Work,Delhi
19-01-2024,01-04-2024,UK,Business,Sydney
05-03-2024,15-05-2024,Germany,Work,New York
17-02-2024,27-04-2024,Germany,Work,Berlin
23-06-2024,02-10-2024,Australia,Tourist,Delhi
15-01-2024,12-05-2024,Germany,Dependent,London
03-05-2024,22-08-2024,UK,Business,Berlin
26-02-2024,03-06-2024,India,Work,London
17-11-2024,25-01-2025,UK,Student,Delhi
29-11-2024,19-12-2024,Canada,Work,Berlin
03-01-2024,06-03-2024,UK,Tourist,Sydney
24-10-2024,09-01-2025,Australia,Dependent,Berlin
29-04-2024,17-06-2024,UK,Work,Sydney
20-10-2024,19-01-2025,USA,Business,Berlin
06-05-2024,24-05-2024,UK,Dependent,Berlin
08-04-2024,27-07-2024,UK,Business,Delhi
16-03-2024,20-06-2024,Canada,Business,Delhi
17-02-2024,29-02-2024,Canada,Tourist,Toronto
19-04-2024,20-06-2024,India,Work,Sydney
26-09-2024,21-11-2024,Germany,Dependent,Berlin
21-07-2024,14-11-2024,UK,Dependent,Toronto
21-11-2024,19-01-2025,Canada,Business,Sydney
01-08-2024,19-11-2024,USA,Tourist,Berlin
06-03-2024,12-05-2024,Australia,Business,New York
26-12-2024,06-03-2025,Germany,Student,Sydney
18-04-2024,20-06-2024,Canada,Student,Sydney
21-03-2024,05-06-2024,UK,Student,Berlin
28-07-2024,16-08-2024,India,Work,Berlin
28-05-2024,07-06-2024,Germany,Tourist,Delhi
09-07-2024,22-08-2024,UK,Work,London
05-09-2024,13-09-2024,USA,Tourist,Berlin
03-08-2024,14-08-2024,UK,Work,New York
03-04-2024,21-07-2024,Australia,Business,Delhi
03-03-2024,17-05-2024,UK,Student,Delhi
01-08-2024,06-10-2024,Germany,Work,Berlin
19-08-2024,17-12-2024,UK,Business,Toronto
06-11-2024,27-11-2024,USA,Dependent,Sydney
23-08-2024,03-12-2024,Canada,Business,New York
15-06-2024,01-07-2024,Germany,Dependent,Toronto
17-07-2024,20-08-2024,Canada,Work,Berlin
24-01-2024,23-04-2024,Canada,Work,Sydney
15-02-2024,09-06-2024,USA,Student,Berlin
18-11-2024,04-03-2025,Australia,Work,Berlin
26-11-2024,16-12-2024,Australia,Dependent,Delhi
08-04-2024,01-07-2024,Germany,Dependent,Delhi
18-10-2024,28-12-2024,USA,Business,Berlin
10-01-2024,30-01-2024,Australia,Dependent,New York
10-01-2024,19-02-2024,USA,Tourist,Sydney
23-10-2024,23-12-2024,India,Dependent,Berlin
13-06-2024,08-08-2024,Germany,Student,Toronto
12-01-2024,29-02-2024,Canada,Tourist,Toronto
13-01-2024,07-05-2024,Germany,Work,Toronto
11-05-2024,27-05-2024,India,Student,Berlin
27-03-2024,07-05-2024,USA,Tourist,London
15-02-2024,10-03-2024,UK,Business,Sydney
27-03-2024,08-04-2024,Germany,Work,New York
14-01-2024,19-04-2024,India,Work,Toronto
20-02-2024,05-04-2024,USA,Business,London
12-05-2024,04-07-2024,India,Student,New York
02-05-2024,11-08-2024,Germany,Dependent,New York
09-09-2024,18-11-2024,Germany,Business,Delhi
17-05-2024,29-05-2024,UK,Business,Berlin
27-07-2024,09-08-2024,Canada,Student,Toronto
20-11-2024,24-12-2024,India,Work,Berlin
27-10-2024,26-01-2025,India,Tourist,Berlin
29-11-2024,14-03-2025,USA,Work,Berlin
27-07-2024,27-09-2024,India,Dependent,New York
13-03-2024,04-05-2024,Germany,Tourist,New York
02-10-2024,30-11-2024,Germany,Business,Delhi
01-01-2024,19-04-2024,Canada,Dependent,London
30-11-2024,26-12-2024,India,Student,Toronto
19-05-2024,08-08-2024,UK,Business,London
19-11-2024,21-12-2024,Germany,Dependent,London
24-01-2024,18-02-2024,Australia,Dependent,Berlin
05-02-2024,19-03-2024,India,Business,Sydney
03-03-2024,22-06-2024,USA,Dependent,London
09-08-2024,09-09-2024,Germany,Dependent,London
15-12-2024,01-02-2025,Australia,Work,Sydney
19-08-2024,27-09-2024,USA,Work,London
17-04-2024,19-06-2024,Germany,Work,Delhi
20-12-2024,11-01-2025,Australia,Student,Berlin
31-08-2024,05-09-2024,India,Tourist,Toronto
11-10-2024,07-02-2025,Australia,Business,Toronto
02-10-2024,17-10-2024,Australia,Student,Berlin
16-01-2024,14-05-2024,Australia,Business,Sydney
04-03-2024,23-04-2024,Canada,Dependent,London
17-07-2024,13-08-2024,Australia,Student,Delhi
24-08-2024,15-10-2024,USA,Business,Delhi
23-04-2024,01-08-2024,India,Work,Sydney
29-12-2024,17-02-2025,USA,Student,Berlin
16-11-2024,29-12-2024,Australia,Tourist,New York
09-09-2024,30-10-2024,India,Work,Toronto
26-12-2024,31-03-2025,Germany,Tourist,Delhi
10-04-2024,29-07-2024,Australia,Business,Delhi
22-05-2024,07-08-2024,Germany,Business,New York
09-10-2024,07-11-2024,Australia,Dependent,Sydney
15-12-2024,07-03-2025,Germany,Tourist,Delhi
28-10-2024,18-11-2024,Australia,Student,New York
12-05-2024,28-07-2024,USA,Dependent,Sydney
20-05-2024,18-06-2024,Australia,Student,Sydney
13-12-2024,24-02-2025,Germany,Work,Sydney
13-10-2024,08-02-2025,Canada,Student,Toronto
24-11-2024,23-02-2025,Australia,Student,London
09-08-2024,30-11-2024,Canada,Work,Delhi
14-12-2024,23-02-2025,Canada,Business,London
21-09-2024,01-01-2025,India,Tourist,Delhi
22-05-2024,19-07-2024,Germany,Business,London
03-01-2024,27-02-2024,USA,Work,Delhi
19-10-2024,04-02-2025,India,Tourist,Sydney
04-08-2024,18-08-2024,USA,Tourist,New York
17-06-2024,31-07-2024,India,Student,Delhi
02-09-2024,01-11-2024,India,Dependent,Sydney
20-06-2024,10-10-2024,UK,Tourist,Delhi
30-08-2024,04-10-2024,UK,Student,London
23-09-2024,07-01-2025,USA,Student,Berlin
13-11-2024,13-01-2025,India,Business,Berlin
04-03-2024,19-03-2024,India,Student,Toronto
09-06-2024,05-10-2024,Australia,Student,New York
01-02-2024,18-05-2024,Canada,Student,London
08-11-2024,01-02-2025,Canada,Student,Delhi
12-12-2024,24-12-2024,Germany,Student,London
14-07-2024,08-09-2024,India,Dependent,Toronto
29-04-2024,22-08-2024,Germany,Dependent,Delhi
20-08-2024,13-10-2024,Canada,Business,Berlin
13-11-2024,30-11-2024,UK,Student,Toronto
21-09-2024,07-11-2024,Germany,Tourist,Delhi
22-02-2024,28-02-2024,Germany,Student,Berlin
09-04-2024,07-08-2024,Germany,Tourist,Sydney
17-09-2024,24-10-2024,UK,Business,Toronto
13-11-2024,13-01-2025,USA,Tourist,New York
23-01-2024,04-02-2024,USA,Work,Berlin
11-08-2024,20-10-2024,Australia,Work,London
25-10-2024,20-02-2025,Germany,Tourist,New York
28-08-2024,11-10-2024,Germany,Work,London
07-07-2024,13-07-2024,Germany,Dependent,Sydney
13-12-2024,05-01-2025,India,Tourist,Berlin
13-10-2024,04-02-2025,India,Business,London
10-04-2024,10-05-2024,Australia,Tourist,Delhi
23-06-2024,22-07-2024,Australia,Business,Sydney
20-12-2024,22-02-2025,Germany,Work,Berlin
16-10-2024,02-12-2024,Germany,Work,Toronto
17-06-2024,12-07-2024,India,Business,Delhi
10-09-2024,13-10-2024,India,Tourist,Sydney
27-04-2024,30-06-2024,Germany,Tourist,New York
03-09-2024,11-12-2024,UK,Business,New York
23-07-2024,20-08-2024,India,Work,Delhi
07-02-2024,28-03-2024,India,Dependent,Delhi
13-03-2024,24-04-2024,Canada,Tourist,Sydney
26-10-2024,05-02-2025,UK,Student,Delhi
11-04-2024,11-05-2024,UK,Tourist,New York
14-05-2024,19-08-2024,USA,Work,Berlin
05-05-2024,01-06-2024,USA,Student,New York
14-05-2024,31-05-2024,India,Tourist,Toronto
01-12-2024,16-03-2025,India,Work,New York
05-06-2024,07-08-2024,USA,Work,London
04-12-2024,30-12-2024,Germany,Dependent,Toronto
30-12-2024,12-01-2025,India,Tourist,New York
07-04-2024,06-05-2024,Germany,Business,Sydney
10-07-2024,24-08-2024,Germany,Business,Sydney
05-05-2024,15-05-2024,Germany,Dependent,New York
01-10-2024,12-11-2024,USA,Work,New York
28-01-2024,22-04-2024,UK,Tourist,Berlin
26-10-2024,21-02-2025,Canada,Tourist,Sydney
11-02-2024,26-05-2024,Canada,Dependent,Delhi
26-03-2024,04-06-2024,Canada,Dependent,
12-09-2024,22-11-2024,Canada,Tourist,London
30-12-2024,20-02-2025,Germany,Business,Sydney
10-09-2024,14-11-2024,UK,Dependent,Toronto
22-11-2024,08-03-2025,Germany,Student,New York
22-04-2024,19-08-2024,USA,Business,New York
21-07-2024,22-08-2024,UK,Business,Toronto
19-10-2024,13-11-2024,UK,Work,Berlin
13-02-2024,06-03-2024,India,Work,Toronto
22-09-2024,11-11-2024,USA,Dependent,Delhi
26-08-2024,04-11-2024,Germany,Work,Toronto
18-08-2024,21-10-2024,Canada,Business,London
11-09-2024,26-10-2024,UK,Business,Delhi
01-04-2024,01-06-2024,USA,Work,Sydney
08-02-2024,29-03-2024,India,Work,Berlin
19-09-2024,02-12-2024,Australia,Student,London
26-04-2024,13-05-2024,India,Student,London
20-01-2024,03-04-2024,USA,Work,New York
11-12-2024,27-01-2025,UK,Work,Sydney
15-12-2024,07-04-2025,UK,Tourist,Sydney
05-11-2024,27-11-2024,Australia,Dependent,London
05-01-2024,17-04-2024,UK,Work,London
25-07-2024,19-09-2024,Germany,Student,Toronto
30-11-2024,08-02-2025,USA,Business,New York
26-04-2024,01-08-2024,Australia,Tourist,Toronto
29-04-2024,09-07-2024,Germany,Dependent,Toronto
24-08-2024,11-10-2024,India,Work,New York
07-08-2024,18-11-2024,Australia,Business,New York
12-08-2024,13-10-2024,Germany,Student,London
12-03-2024,29-05-2024,USA,Work,Sydney
05-01-2024,13-03-2024,Australia,Work,London
25-04-2024,22-06-2024,Canada,Business,Sydney
02-10-2024,14-11-2024,UK,Dependent,Delhi
17-10-2024,30-01-2025,India,Tourist,New York
18-06-2024,03-09-2024,Australia,Dependent,Berlin
20-10-2024,12-02-2025,Canada,Business,New York
19-07-2024,01-08-2024,Germany,Business,New York
31-08-2024,18-09-2024,UK,Dependent,Toronto
23-11-2024,22-03-2025,UK,Student,New York
23-02-2024,24-05-2024,Germany,Tourist,Delhi
18-12-2024,10-03-2025,Canada,Student,New York
11-04-2024,24-04-2024,Canada,Work,New York
29-04-2024,10-06-2024,Australia,Dependent,Delhi
20-08-2024,01-09-2024,UK,Dependent,Delhi
28-03-2024,13-05-2024,Canada,Business,New York
26-02-2024,18-03-2024,Germany,Business,Toronto
05-02-2024,30-03-2024,USA,Tourist,New York
07-06-2024,06-08-2024,Australia,Business,New York
05-11-2024,22-01-2025,UK,Dependent,New York
14-09-2024,19-12-2024,Australia,Business,London
13-04-2024,18-04-2024,USA,Business,Delhi
23-07-2024,13-10-2024,USA,Dependent,London
18-10-2024,12-02-2025,Canada,Business,Toronto
21-10-2024,31-10-2024,Australia,Student,London
26-11-2024,23-03-2025,Canada,Work,Sydney
30-12-2024,15-04-2025,UK,Business,Berlin
30-03-2024,27-05-2024,USA,Tourist,Berlin
09-08-2024,11-10-2024,Canada,Tourist,Sydney
18-10-2024,04-11-2024,Canada,Student,New York
21-03-2024,30-04-2024,Australia,Dependent,London
07-12-2024,20-12-2024,Australia,Tourist,Toronto
29-07-2024,08-11-2024,Germany,Student,London
09-02-2024,20-05-2024,India,Dependent,London
28-07-2024,28-09-2024,USA,Work,New York
16-09-2024,26-09-2024,Canada,Student,Delhi
23-11-2024,24-02-2025,Australia,Business,Toronto
24-06-2024,02-10-2024,Canada,Tourist,Toronto
20-01-2024,26-01-2024,UK,Student,Sydney
10-03-2024,25-04-2024,Australia,Business,Toronto
24-08-2024,06-09-2024,India,Dependent,Sydney
04-05-2024,08-08-2024,Canada,Tourist,Toronto
22-05-2024,11-09-2024,USA,Tourist,Delhi
06-11-2024,23-11-2024,USA,Work,Delhi
30-09-2024,07-01-2025,Canada,Tourist,Delhi
09-12-2024,21-03-2025,India,Work,New York
13-08-2024,02-10-2024,USA,Tourist,Sydney
18-01-2024,16-05-2024,Australia,Dependent,New York
14-08-2024,16-11-2024,India,Dependent,Sydney
05-12-2024,11-03-2025,Australia,Student,Toronto
19-12-2024,01-02-2025,Canada,Student,Berlin
03-01-2024,14-01-2024,Canada,Tourist,New York
10-07-2024,14-08-2024,USA,Student,Delhi
03-08-2024,11-08-2024,India,Work,New York
14-12-2024,14-03-2025,India,Tourist,Delhi
06-12-2024,01-01-2025,Australia,Tourist,Delhi
31-07-2024,09-10-2024,India,Work,London
14-10-2024,07-01-2025,USA,Dependent,New York
04-10-2024,28-11-2024,Canada,Student,New York
19-04-2024,07-05-2024,UK,Work,New York
08-01-2024,04-03-2024,Australia,Work,Delhi
18-07-2024,19-08-2024,Canada,Tourist,Delhi
02-12-2024,21-03-2025,UK,Dependent,London
23-01-2024,05-02-2024,USA,Business,London
02-11-2024,09-01-2025,India,Dependent,Berlin
28-03-2024,04-05-2024,India,Dependent,London
19-11-2024,21-02-2025,Canada,Tourist,London
30-03-2024,24-06-2024,Australia,Work,Sydney
03-09-2024,16-09-2024,UK,Student,Berlin
26-10-2024,27-12-2024,Canada,Dependent,Sydney
29-04-2024,07-07-2024,Germany,Student,New York
11-01-2024,03-04-2024,India,Work,New York
07-08-2024,16-11-2024,USA,Dependent,Delhi
31-01-2024,22-02-2024,UK,Business,London
13-04-2024,07-05-2024,Canada,Tourist,Sydney
20-01-2024,24-02-2024,Australia,Dependent,Toronto
17-06-2024,09-07-2024,UK,Work,Sydney
21-01-2024,01-04-2024,Canada,Work,Delhi
27-04-2024,18-08-2024,Australia,Work,London
04-05-2024,04-06-2024,Germany,Student,Sydney
07-05-2024,22-08-2024,Australia,Tourist,Berlin
14-07-2024,23-09-2024,UK,Tourist,Toronto
18-11-2024,23-11-2024,India,Business,Delhi
08-04-2024,19-04-2024,Australia,Tourist,New York
05-03-2024,21-03-2024,USA,Dependent,Berlin
14-04-2024,19-05-2024,Germany,Student,Toronto
27-08-2024,10-10-2024,USA,Tourist,New York
05-08-2024,01-09-2024,Germany,Tourist,London
26-05-2024,12-08-2024,Canada,Tourist,London
03-09-2024,18-09-2024,UK,Business,Toronto
26-03-2024,30-05-2024,Canada,Business,Berlin
08-11-2024,15-02-2025,Canada,Tourist,Toronto
11-01-2024,22-04-2024,Canada,Business,Delhi
02-06-2024,22-08-2024,Germany,Tourist,Berlin
30-03-2024,06-05-2024,Canada,Business,London
20-08-2024,30-09-2024,Canada,Dependent,Berlin
03-09-2024,17-09-2024,UK,Tourist,Sydney
28-08-2024,27-09-2024,USA,Tourist,Delhi
07-01-2024,01-05-2024,Germany,Work,Toronto
26-07-2024,22-09-2024,Canada,Work,Toronto
07-09-2024,21-10-2024,Australia,Dependent,Delhi
28-07-2024,23-11-2024,India,Student,Toronto
16-10-2024,10-11-2024,USA,Business,London
27-06-2024,05-09-2024,Australia,Business,Sydney
18-12-2024,08-02-2025,Australia,Student,Sydney
16-07-2024,13-09-2024,Australia,Tourist,New York
01-09-2024,10-09-2024,UK,Student,Sydney
06-12-2024,03-03-2025,USA,Work,Berlin
21-08-2024,21-11-2024,USA,Work,New York
04-11-2024,22-01-2025,Australia,Tourist,Delhi
29-02-2024,11-06-2024,India,Business,Toronto
27-12-2024,17-03-2025,India,Dependent,New York
04-08-2024,30-08-2024,Canada,Work,Sydney
03-06-2024,11-08-2024,Germany,Business,Berlin
06-06-2024,12-09-2024,Canada,Student,Delhi
21-11-2024,07-02-2025,UK,Tourist,London
17-04-2024,26-07-2024,Canada,Work,Delhi
27-03-2024,14-07-2024,Canada,Student,Delhi
05-02-2024,19-05-2024,Australia,Business,Berlin
01-08-2024,28-10-2024,UK,Business,New York
31-03-2024,22-05-2024,USA,Tourist,New York
06-09-2024,04-10-2024,Germany,Student,Toronto
17-10-2024,03-02-2025,USA,Tourist,New York
31-01-2024,10-05-2024,USA,Tourist,London
28-07-2024,27-09-2024,Australia,Dependent,Delhi
21-11-2024,17-12-2024,India,Work,Delhi
12-07-2024,01-08-2024,UK,Student,London
